Well,Protein Name,Gene Symbol,Cq_mr108_pos,Cq_mr111_pos,Cq_mr113_pos,Cq_mr89_pos,Cq_mr97_pos,Cq_mr98_pos,Cq_mr108_neg,Cq_mr111_neg,Cq_mr113_neg,Cq_mr89_neg,Cq_mr97_neg,Cq_mr98_neg,Class,TWS opdeling,Norm_mr108_pos,Norm_mr111_pos,Norm_mr113_pos,Norm_mr89_pos,Norm_mr97_pos,Norm_mr98_pos,Norm_mr108_neg,Norm_mr111_neg,Norm_mr113_neg,Norm_mr89_neg,Norm_mr97_neg,Norm_mr98_neg,log2_Norm_mr108_pos,log2_Norm_mr111_pos,log2_Norm_mr113_pos,log2_Norm_mr89_pos,log2_Norm_mr97_pos,log2_Norm_mr98_pos,log2_Norm_mr108_neg,log2_Norm_mr111_neg,log2_Norm_mr113_neg,log2_Norm_mr89_neg,log2_Norm_mr97_neg,log2_Norm_mr98_neg,pvalues,-log10(pvalue),log2_FC
M20,Prostaglandin D receptor,Ptgdr,29.62,34.85,29.21,25.27,27.09,30.02,28.26,27.91,26.02,24.19,26.33,28.51,A,Lipid messenger receptors,41.64293937,1.109569472,55.3303828,849.2232149,240.5178238,31.55944654,106.8912537,136.2393834,504.9511447,1795.288517,407.3146797,89.88447205,5.38,0.15,5.79,9.73,7.91,4.98,6.74,7.09,8.98,10.81,8.67,6.49,0.127508233,0.894461771,-2.473333333
M21,Prostaglandin E receptor 1 (subtype EP1),Ptger1,24.95,27.29,27.86,24.46,25.1,24.33,25.01,26.79,26.01,26.83,22.66,25.01,A,Lipid messenger receptors,1060.111282,209.382927,141.0438548,1488.867858,955.4257833,1629.258719,1016.926715,296.1121751,508.4633577,288.0149721,5184.539009,1016.926715,10.05,7.71,7.14,10.54,9.9,10.67,9.99,8.21,8.99,8.17,12.34,9.99,0.759134358,0.119681352,-0.28
M22,Prostaglandin E receptor 2 (subtype EP2),Ptger2,28.84,33.7,35.56,28.46,28.23,37.16,30.23,28.57,28.32,40,29.33,40,A,Lipid messenger receptors,71.50637684,2.462288827,0.678302164,93.05424111,109.1372661,0.223756268,27.28431654,86.22294892,102.5369443,0.03125,50.91433496,0.03125,6.16,1.3,-0.56,6.54,6.77,-2.16,4.77,6.43,6.68,-5,5.67,-5,0.795931253,0.099124442,0.75
M23,Prostaglandin E receptor 3 (subtype EP3),Ptger3,27.47,29.58,26.27,25.59,25.19,30.96,26.56,25.53,27.44,24.85,25.49,27.83,A,Lipid messenger receptors,184.822937,42.81368175,424.6116075,680.2871368,897.6442586,16.44982123,347.2907078,709.1760477,188.7064598,1136.199139,729.1137001,144.007486,7.53,5.42,8.73,9.41,9.81,4.04,8.44,9.47,7.56,10.15,9.51,7.17,0.275042496,0.560600199,-1.226666667
M24,Prostaglandin E receptor 4 (subtype EP4),Ptger4,31.5,34.65,34.06,36.74,31.23,36.6,36.29,33.59,33.71,40,33.74,38.7,A,Lipid messenger receptors,11.3137085,1.274560627,1.918528239,0.299369676,13.64215827,0.329876978,0.408951029,2.657371628,2.445280555,0.03125,2.394957409,0.076946526,3.5,0.35,0.94,-1.74,3.77,-1.6,-1.29,1.41,1.29,-5,1.26,-3.7,0.241535167,0.617019628,1.875
N01,Prostaglandin F receptor,Ptgfr,31.16,36.62,35.12,31.65,29.02,40,32.33,29.9,36.21,40,40,37.39,A,Lipid messenger receptors,14.32040113,0.325335464,0.920187651,10.19648502,63.11889309,0.03125,6.36429187,34.2967508,0.432268616,0.03125,0.03125,0.190782401,3.84,-1.62,-0.12,3.35,5.98,-5,2.67,5.1,-1.21,-5,-5,-2.39,0.406934608,0.390475374,2.043333333
N02,Prostaglandin I receptor (IP),Ptgir,30.22,32.79,29.51,33.81,32.52,33.86,30.66,29.73,29.64,34.83,33.17,33.22,A,Lipid messenger receptors,27.47409397,4.626752736,44.94223602,2.281527432,5.578974665,2.203810232,20.2521055,38.58585049,41.06962872,1.125058485,3.555370725,3.434261746,4.78,2.21,5.49,1.19,2.48,1.14,4.34,5.27,5.36,0.17,1.83,1.78,0.83773691,0.076892349,-0.243333333
N03,Parathyroid hormone 1 receptor,Pth1r,25.74,30.57,27.52,26.04,25.61,25.46,26.01,25.67,25.03,24.71,25.34,24.94,B,Family B Hormone receptors,613.1090968,21.55573723,178.5271893,497.9993331,670.9214228,744.4339289,508.4633577,643.5908478,1002.926385,1251.983644,809.0023033,1067.484939,9.26,4.43,7.48,8.96,9.39,9.54,8.99,9.33,9.97,10.29,9.66,10.06,0.094347992,1.025267336,-1.54
N04,Parathyroid hormone 2 receptor,Pth2r,31.56,34.64,32.02,27.52,25.66,31.13,31.85,26.69,25.66,30.59,27.79,25.92,B,Family B Hormone receptors,10.85283462,1.283425898,7.889861636,178.5271893,648.0673761,14.6213032,8.876555777,317.3651712,648.0673761,21.25897303,148.0560875,541.1932368,3.44,0.36,2.98,7.48,9.34,3.87,3.15,8.31,9.34,4.41,7.21,9.08,0.198030383,0.703268174,-2.338333333
N05,Pyroglutamylated RFamide peptide receptor,Qrfpr,31.03,30.2,32.14,28.17,28.98,33.03,27.75,25.77,25.92,26.24,29.13,27.17,A,Neuropeptide receptors,15.67072476,27.85761803,7.260153243,113.7718632,64.89340671,3.91768119,152.2185107,600.491494,541.1932368,433.5335999,58.48521281,227.5437264,3.97,4.8,2.86,6.83,6.02,1.97,7.25,9.23,9.08,8.76,5.87,7.83,0.002977325,2.526173805,-3.595
N06,Receptor (calcitonin) activity modifying protein 1,Ramp1,28.61,35.08,33.92,28.09,25.92,26.47,27.25,27.95,29.69,36.14,26.48,27.6,Receptor activity modifying protein,Ramps,83.86517785,0.946057647,2.114036081,120.2589119,541.1932368,369.6458741,215.2694823,132.5139103,39.6706464,0.453759578,367.0925435,168.8970126,6.39,-0.08,1.08,6.91,9.08,8.53,7.75,7.05,5.31,-1.14,8.52,7.4,0.822157035,0.085045223,-0.496666667
N07,Receptor (calcitonin) activity modifying protein 2,Ramp2,22.76,25.03,25.01,22.88,22.16,22.68,21.63,21.1,22.62,23.57,21.55,22.18,Receptor activity modifying protein,Ramps,4837.345941,1002.926385,1016.926715,4451.265997,7332.045381,5113.161928,10586.95439,15286.81253,5330.29624,2759.134365,11190.60178,7231.102946,12.24,9.97,9.99,12.12,12.84,12.32,13.37,13.9,12.38,11.43,13.45,12.82,0.064322282,1.191638559,-1.311666667
N08,Receptor (calcitonin) activity modifying protein 3,Ramp3,26.86,35.09,28.52,25.66,28.78,26.17,31.27,29.49,30.49,37.7,25.73,27.94,Receptor activity modifying protein,Ramps,282.0877097,0.939522749,89.26359465,648.0673761,74.54294953,455.0874528,13.26911273,45.56960626,22.78480313,0.153893052,617.3736078,133.4356174,8.14,-0.09,6.48,9.34,6.22,8.83,3.73,5.51,4.51,-2.7,9.27,7.06,0.398112254,0.399994454,1.923333333
N09,Relaxin/insulin-like family peptide receptor 1,Rxfp1,30.73,37.41,34.07,27.99,28.79,35.97,28.59,28.18,29.05,40,26.72,29.04,A,Glycoprotein hormone receptors,19.29292524,0.188155843,1.905275996,128.8903104,74.02804377,0.510506063,85.0358921,112.9859835,61.81992505,0.03125,310.8338904,62.24991663,4.27,-2.41,0.93,7.01,6.21,-0.97,6.41,6.82,5.95,-5,8.28,5.96,0.400300947,0.397613382,-2.23
N10,Relaxin/insulin-like family peptide receptor 2,Rxfp2,29.82,40,40,33.56,34.12,35.82,31.22,32.98,34.55,40,40,31.17,A,Glycoprotein hormone receptors,36.25228433,0.03125,0.03125,2.713208655,1.840375301,0.566441943,13.73704698,4.055837919,1.366040257,0.03125,0.03125,14.2214829,5.18,-5,-5,1.44,0.88,-0.82,3.78,2.02,0.45,-5,-5,3.83,0.812134345,0.090372123,-0.566666667
N11,Relaxin family peptide receptor 3,Rxfp3,31.53,35.54,33.55,34.45,32.69,39.2,28.66,33.16,33.04,40,28.3,33.34,A,Glycoprotein hormone receptors,11.08087574,0.687770909,2.732080514,1.464085696,4.9588308,0.05440941,81.00842201,3.580100284,3.89061979,0.03125,103.9683067,3.160165247,3.47,-0.54,1.45,0.55,2.31,-4.2,6.34,1.84,1.96,-5,6.7,1.66,0.414624006,0.382345557,-1.743333333
N12,Relaxin family peptide receptor 4,Rxfp4,34.53,39.3,35,40,40,37.22,35.56,34.88,33.01,40,40,40,A,Glycoprotein hormone receptors,1.385109468,0.050765775,1,0.03125,0.03125,0.214641359,0.678302164,1.086734863,3.972369982,0.03125,0.03125,0.03125,0.47,-4.3,0,-5,-5,-2.22,-0.56,0.12,1.99,-5,-5,-5,0.795926181,0.09912721,-0.433333333
N13,Sphingosine-1-phosphate receptor 1,S1pr1,25.61,30.09,29.44,26.31,25.82,26.54,24.35,25.01,26.75,35.56,26.47,23.27,A,Lipid messenger receptors,670.9214228,30.06472797,47.17661495,413.0005807,580.0365493,352.1387054,1606.828232,1016.926715,304.4370214,0.678302164,369.6458741,3396.89286,9.39,4.91,5.56,8.69,9.18,8.46,10.65,9.99,8.25,-0.56,8.53,11.73,0.843827436,0.073746358,-0.4
N14,Sphingosine-1-phosphate receptor 2,S1pr2,31.78,34.78,34.86,28.47,35.79,30.67,35.44,34,33.69,31.88,28.59,33.81,A,Lipid messenger receptors,9.317868692,1.164733586,1.101905116,92.41146851,0.578344092,20.11221399,0.737134609,2,2.4794154,8.6938789,85.0358921,2.281527432,3.22,0.22,0.14,6.53,-0.79,4.33,-0.44,1,1.31,3.12,6.41,1.19,0.910295944,0.040817393,0.176666667
N15,Sphingosine-1-phosphate receptor 3,S1pr3,28.28,33.67,29.29,27.96,27.55,27.11,29.56,30.25,38.66,40,25.66,29.26,A,Lipid messenger receptors,105.4196502,2.514026749,52.34573175,131.5985698,174.8531529,237.2065438,43.41133848,26.90868529,0.079109787,0.03125,648.0673761,53.44562684,6.72,1.33,5.71,7.04,7.45,7.89,5.44,4.75,-3.66,-5,9.34,5.74,0.229347813,0.639505396,3.255
N16,Sphingosine-1-phosphate receptor 4,S1pr4,32.1,35.54,32.01,40,40,40,32.59,32.03,31.71,40,40,40,A,Lipid messenger receptors,7.464263932,0.687770909,7.944739963,0.03125,0.03125,0.03125,5.314743256,7.835362381,9.781122222,0.03125,0.03125,0.03125,2.9,-0.54,2.99,-5,-5,-5,2.41,2.97,3.29,-5,-5,-5,0.821340552,0.085476734,-0.553333333
N17,Sphingosine-1-phosphate receptor 5,S1pr5,31.83,35.64,31.99,29.7,29.84,29.86,30.3,32.24,32.14,28.34,30.17,26.86,A,Lipid messenger receptors,9.000467878,0.641712949,8.0556444,39.39662123,35.75318842,35.26096371,25.99207668,6.773962499,7.260153243,101.1252879,28.4429658,282.0877097,3.17,-0.64,3.01,5.3,5.16,5.14,4.7,2.76,2.86,6.66,4.83,8.14,0.275020043,0.560635655,-1.468333333
N18,Secretin receptor,Sctr,31.32,35.05,34.74,35.44,29.67,29.55,32.46,31.01,34.88,38.41,38.55,29.51,B,Family B Hormone receptors,12.81711804,0.965936329,1.197478705,0.737134609,40.22442798,43.71328822,5.815890069,15.88947993,1.086734863,0.094077922,0.085377516,44.94223602,3.68,-0.05,0.26,-0.44,5.33,5.45,2.54,3.99,0.12,-3.41,-3.55,5.49,0.450044283,0.346744751,1.508333333
N19,Smoothened homolog (Drosophila),Smo,31.85,37.66,32,33.04,29.92,29.51,29.65,30.11,30.35,35.66,29.06,31.26,Frizzled,Frizzled receptors,8.876555777,0.158219574,8,3.89061979,33.8245773,44.94223602,40.78594007,29.65081798,25.10669113,0.632878297,61.39290364,13.36140671,3.15,-2.66,3,1.96,5.08,5.49,5.35,4.89,4.65,-0.66,5.94,3.74,0.414563387,0.382409056,-1.315
N20,Somatostatin receptor 1,Sstr1,27.51,35.03,31.81,27.21,28.81,34.54,30.07,29.21,30.22,25.61,27.12,35.87,A,Peptide hormone receptors,179.7689441,0.979420298,9.126109727,221.3215312,73.00887782,1.375541818,30.48441594,55.3303828,27.47409397,670.9214228,235.5680386,0.547146851,7.49,-0.03,3.19,7.79,6.19,0.46,4.93,5.79,4.78,9.39,7.88,-0.87,0.586956895,0.231393791,-1.135
N21,Somatostatin receptor 2,Sstr2,28.28,39.32,33.3,27.71,27.63,28.23,28.01,28.69,28.71,40,25.94,26.44,A,Peptide hormone receptors,105.4196502,0.050066867,3.249009585,156.4979555,165.4211623,109.1372661,127.1158394,79.3412928,78.24897777,0.03125,533.7424696,377.4129196,6.72,-4.32,1.7,7.29,7.37,6.77,6.99,6.31,6.29,-5,9.06,8.56,0.706176412,0.151086793,-1.113333333
N22,Somatostatin receptor 3,Sstr3,34.58,36.77,34.99,36.77,29.69,32.3,31.19,37.43,34.43,40,27.77,40,A,Peptide hormone receptors,1.337927555,0.293208737,1.00695555,0.293208737,39.6706464,6.498019171,14.02569154,0.185565446,1.484523571,0.03125,150.1228735,0.03125,0.42,-1.77,0.01,-1.77,5.31,2.7,3.81,-2.43,0.57,-5,7.23,-5,0.68922034,0.161641914,0.953333333
N23,Somatostatin receptor 4,Sstr4,30.85,33.42,35.65,29.1,30.92,32.51,35.42,33.03,35.07,40,29.01,32.82,A,Peptide hormone receptors,17.75311155,2.989698497,0.637280314,59.71411146,16.91228865,5.617779503,0.747424624,3.91768119,0.952637998,0.03125,63.55791971,4.531535541,4.15,1.58,-0.65,5.9,4.08,2.49,-0.42,1.97,-0.07,-5,5.99,2.18,0.248989496,0.603818975,2.15
N24,Somatostatin receptor 5,Sstr5,33.63,40,40,30.18,32.43,31.24,40,38.71,35.71,40,40,40,A,Peptide hormone receptors,2.584705661,0.03125,0.03125,28.24649588,5.938094283,13.547925,0.03125,0.076415017,0.611320139,0.03125,0.03125,0.03125,1.37,-5,-5,4.82,2.57,3.76,-5,-3.71,-0.71,-5,-5,-5,0.040756713,1.389800851,4.49
O01,Succinate receptor 1,Sucnr1,40,40,40,30.02,40,40,40,40,35.59,40,40,40,A,Chemosensors,0.03125,0.03125,0.03125,31.55944654,0.03125,0.03125,0.03125,0.03125,0.664342907,0.03125,0.03125,0.03125,-5,-5,-5,4.98,-5,-5,-5,-5,-0.59,-5,-5,-5,0.620782196,0.207060747,0.928333333
O02,Trace amine-associated receptor 1,Taar1,32.14,40,40,40,36.1,40,40,40,40,40,40,40,A,Trace amine receptors,7.260153243,0.03125,0.03125,0.03125,0.466516496,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,2.86,-5,-5,-5,-1.1,-5,-5,-5,-5,-5,-5,-5,0.174521679,0.758150619,1.96
O03,Trace amine-associated receptor 2,Taar2,29.15,40,38.66,40,31.18,40,37.76,33.33,38.83,40,40,40,A,Trace amine receptors,57.68002961,0.03125,0.079109787,0.03125,14.12324794,0.03125,0.147624083,3.182145935,0.070316155,0.03125,0.03125,0.03125,5.85,-5,-3.66,-5,3.82,-5,-2.76,1.67,-3.83,-5,-5,-5,0.445304166,0.351343242,1.821666667
O04,Trace amine-associated receptor 3,Taar3,33.25,40,40,30.56,40,40,30.83,39.25,33.24,40,40,40,A,Trace amine receptors,3.363585661,0.03125,0.03125,21.70566924,0.03125,0.03125,18.00093576,0.052556026,3.386981249,0.03125,0.03125,0.03125,1.75,-5,-5,4.44,-5,-5,4.17,-4.25,1.76,-5,-5,-5,0.973689152,0.011579668,-0.081666667
O05,Trace amine-associated receptor 4,Taar4,36.79,40,38.38,28.55,33.65,25.28,37.77,37.65,35.64,40,40,40,A,Trace amine receptors,0.289172046,0.03125,0.096054699,87.42657643,2.549121255,843.3572017,0.146604369,0.159320078,0.641712949,0.03125,0.03125,0.03125,-1.79,-5,-3.38,6.45,1.35,9.72,-2.77,-2.65,-0.64,-5,-5,-5,0.085453156,1.068271893,4.735
O06,Trace amine-associated receptor 5,Taar5,36.56,40,37.83,40,40,40,40,38.16,36.2,40,40,40,A,Trace amine receptors,0.339151082,0.03125,0.140632311,0.03125,0.03125,0.03125,0.03125,0.111878134,0.435275282,0.03125,0.03125,0.03125,-1.56,-5,-2.83,-5,-5,-5,-5,-3.16,-1.2,-5,-5,-5,0.99563336,0.00190056,-0.005
O07,Trace amine-associated receptor 6,Taar6,36.98,39.31,36.22,40,40,40,36.22,35.29,35.05,40,40,40,A,Trace amine receptors,0.25348987,0.05041511,0.429282718,0.03125,0.03125,0.03125,0.429282718,0.817902059,0.965936329,0.03125,0.03125,0.03125,-1.98,-4.31,-1.22,-5,-5,-5,-1.22,-0.29,-0.05,-5,-5,-5,0.43894534,0.357589557,-0.991666667
O08,Trace amine-associated receptor 7A,Taar7a,33.52,36.63,33.61,37.93,37,37.48,34.09,34.14,32.77,39.19,37.56,37.09,A,Trace amine receptors,2.789487333,0.323088208,2.620786808,0.131214585,0.25,0.179244406,1.879045498,1.815038311,4.691339797,0.054787858,0.169575541,0.234880687,1.48,-1.63,1.39,-2.93,-2,-2.48,0.91,0.86,2.23,-4.19,-2.56,-2.09,0.867468358,0.061746358,-0.221666667
O09,Trace amine-associated receptor 7B,Taar7b,33.93,37.83,33.98,40,39.35,38.97,34.64,35.52,33.63,40,39.12,40,A,Trace amine receptors,2.099433367,0.140632311,2.02791896,0.03125,0.049036506,0.063813258,1.283425898,0.697371833,2.584705661,0.03125,0.057511728,0.03125,1.07,-2.83,1.02,-5,-4.35,-3.97,0.36,-0.52,1.37,-5,-4.12,-5,0.907971533,0.041927767,-0.191666667
O10,Trace amine-associated receptor 8B,Taar8b,35.88,36.45,35.47,40,40,37.71,36.62,34.99,34.8,40,40,40,A,Trace amine receptors,0.543367431,0.366021424,0.721964598,0.03125,0.03125,0.152830035,0.325335464,1.00695555,1.148698355,0.03125,0.03125,0.03125,-0.88,-1.45,-0.47,-5,-5,-2.71,-1.62,0.01,0.2,-5,-5,-5,0.912488442,0.039772628,0.15
O11,Trace amine-associated receptor 9,Taar9,37.92,38.51,36.75,40,40,40,37.12,37.47,35.12,40,40,40,A,Trace amine receptors,0.132127255,0.087777805,0.297301779,0.03125,0.03125,0.03125,0.230046913,0.180491149,0.920187651,0.03125,0.03125,0.03125,-2.92,-3.51,-1.75,-5,-5,-5,-2.12,-2.47,-0.12,-5,-5,-5,0.577197139,0.23867583,-0.578333333
O12,Tachykinin receptor 1,Tacr1,26.48,29.3,29.97,24.2,25.89,25.29,27.18,24.97,26.89,23.8,24.3,29.45,A,Neuropeptide receptors,367.0925435,51.98415337,32.67238802,1782.887554,552.5648571,837.531708,225.9719671,1045.516417,276.2824285,2352.534231,1663.492908,46.85074227,8.52,5.7,5.03,10.8,9.11,9.71,7.82,10.03,8.11,11.2,10.7,5.55,0.567230331,0.246240554,-0.756666667
O13,Tachykinin receptor 2,Tacr2,33.77,40,33.79,40,40,40,35.51,36.83,34.26,40,40,40,A,Neuropeptide receptors,2.345669898,0.03125,2.313376368,0.03125,0.03125,0.03125,0.702222438,0.281264621,1.670175839,0.03125,0.03125,0.03125,1.23,-5,1.21,-5,-5,-5,-0.51,-1.83,0.74,-5,-5,-5,0.926069198,0.033356561,-0.16
O14,Tachykinin receptor 3,Tacr3,24,29.07,26.82,23.82,23.85,23.3,27.86,26.77,27.68,25.49,26.9,29.46,A,Neuropeptide receptors,2048,60.96883187,290.0182746,2320.146197,2272.398279,3326.985815,141.0438548,300.245747,159.7863103,729.1137001,274.3740064,46.52712055,11,5.93,8.18,11.18,11.15,11.7,7.14,8.23,7.32,9.51,8.1,5.54,0.067843832,1.168489629,2.216666667
O15,Thromboxane A2 receptor,Tbxa2r,32.56,35.51,32.23,34.75,34.82,36.45,32.57,32.52,31.59,36.46,34.93,36.18,A,Lipid messenger receptors,5.42641731,0.702222438,6.821079134,1.189207115,1.132883885,0.366021424,5.388934307,5.578974665,10.62948651,0.363493129,1.049716684,0.441351498,2.44,-0.51,2.77,0.25,0.18,-1.45,2.43,2.48,3.41,-1.46,0.07,-1.18,0.757746474,0.120476076,-0.345
O16,Thyrotropin releasing hormone receptor,Trhr,27.04,30.93,28.98,26.58,26.33,27.04,27.57,27.91,27.86,33.69,26.69,28.76,A,Peptide hormone receptors,248.9996665,16.79546694,64.89340671,342.509454,407.3146797,248.9996665,172.4458978,136.2393834,141.0438548,2.4794154,317.3651712,75.58353033,7.96,4.07,6.02,8.42,8.67,7.96,7.43,7.09,7.14,1.31,8.31,6.24,0.476975981,0.32150349,0.93
O17,Thyrotropin releasing hormone receptor 2,Trhr2,29.43,29.58,33.26,29.42,28.71,40,31.62,27.8,30.27,37.1,26.17,30.19,A,Peptide hormone receptors,47.50475426,42.81368175,3.340351678,47.83517596,78.24897777,0.03125,10.41073484,147.0333894,26.53822547,0.233258248,455.0874528,28.05138308,5.57,5.42,1.74,5.58,6.29,-5,3.38,7.2,4.73,-2.1,8.83,4.81,0.618738958,0.208492538,-1.208333333
O18,Thyroid stimulating hormone receptor,Tshr,30.92,34.05,30.46,29.72,28.07,31.82,29.09,29.99,28.52,29.6,31.67,32.68,A,Glycoprotein hormone receptors,16.91228865,1.931872658,23.26356028,38.8542363,121.9376637,9.063071082,60.12945595,32.2225776,89.26359465,42.22425314,10.056107,4.993322196,4.08,0.95,4.54,5.28,6.93,3.18,5.91,5.01,6.48,5.4,3.33,2.32,0.59186585,0.227776718,-0.581666667
O19,Urotensin 2 receptor,Uts2r,34.25,37.34,32.88,29.03,38.55,36.88,34.96,33.79,32.74,40,34.48,40,A,Neuropeptide receptors,1.681792831,0.197510328,4.34693945,62.68289905,0.085377516,0.271683716,1.028113827,2.313376368,4.789914818,0.03125,1.433955248,0.03125,0.75,-2.34,2.12,5.97,-3.55,-1.88,0.04,1.21,2.26,-5,0.52,-5,0.558974386,0.252608093,1.173333333
O20,Vasoactive intestinal peptide receptor 1,Vipr1,40,35.67,40,40,40,40,40,37.46,33.32,40,40,40,B,Family B Hormone receptors,0.03125,0.628506687,0.03125,0.03125,0.03125,0.03125,0.03125,0.181746565,3.20427951,0.03125,0.03125,0.03125,-5,-0.67,-5,-5,-5,-5,-5,-2.46,1.68,-5,-5,-5,0.551716825,0.258283772,-0.815
O21,Vasoactive intestinal peptide receptor 2,Vipr2,34.19,28.63,33.91,29.17,30.97,31.21,31.06,28.85,32.96,23.66,26.18,28.49,B,Family B Hormone receptors,1.753211443,82.71058116,2.128740365,56.88593159,16.33619401,13.8325957,15.34822591,71.01244621,4.112455307,2592.269504,451.9439341,91.13921252,0.81,6.37,1.09,5.83,4.03,3.79,3.94,6.15,2.04,11.34,8.82,6.51,0.12025236,0.91990639,-2.813333333
O22,Chemokine (C motif) receptor 1,Xcr1,40,40,40,40,40,40,40,40,39.97,40,40,40,A,Chemokine receptors,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.031906629,0.03125,0.03125,0.03125,-5,-5,-5,-5,-5,-5,-5,-5,-4.97,-5,-5,-5,0.340893132,0.467381748,-0.005
O23,"Taste receptor, type 1, member 1",Tas1r1,30.94,35.72,33.31,28.86,28.31,31.29,30.46,30.93,28.75,36.14,25.56,34.9,C,Taste receptors,16.67945217,0.607097442,3.226567037,70.52192742,103.2501452,13.08643294,23.26356028,16.79546694,76.10925536,0.453759578,694.5814157,1.071773463,4.06,-0.72,1.69,6.14,6.69,3.71,4.54,4.07,6.25,-1.14,9.44,0.1,0.888478872,0.051352895,-0.281666667
O24,"Taste receptor, type 1, member 2",Tas1r2,32.33,36.19,33.01,34.87,34.97,40,33.13,33.13,32.88,40,34.95,36.67,C,Taste receptors,6.36429187,0.438302861,3.972369982,1.094293701,1.021012126,0.03125,3.655325801,3.655325801,4.34693945,0.03125,1.035264924,0.314253344,2.67,-1.19,1.99,0.13,0.03,-5,1.87,1.87,2.12,-5,0.05,-1.67,0.950456261,0.022067864,-0.101666667
P01,"Taste receptor, type 1, member 3",Tas1r3,31.57,37.57,35.07,28.02,34.93,32.27,36.83,37.04,34.7,36.85,37.23,40,C,Taste receptors,10.77786861,0.168404197,0.952637998,126.2377862,1.049716684,6.634556367,0.281264621,0.243163737,1.231144413,0.277392368,0.213158723,0.03125,3.43,-2.57,-0.07,6.98,0.07,2.73,-1.83,-2.04,0.3,-1.85,-2.23,-5,0.029929257,1.52390406,3.87
P02,"Taste receptor, type 2, member 108",Tas2r108,40,40,40,27.7,40,40,30.22,30.49,40,40,40,40,A,Taste receptors,0.03125,0.03125,0.03125,157.5864849,0.03125,0.03125,27.47409397,22.78480313,0.03125,0.03125,0.03125,0.03125,-5,-5,-5,7.3,-5,-5,4.78,4.51,-5,-5,-5,-5,0.695108912,0.157947143,-1.165
P03,"Taste receptor, type 2, member 103",Tas2r103,36.56,39.11,34.97,40,40,40,35.27,34.87,34.24,40,36.38,40,A,Taste receptors,0.339151082,0.057911754,1.021012126,0.03125,0.03125,0.03125,0.829319546,1.094293701,1.693490625,0.03125,0.384218795,0.03125,-1.56,-4.11,0.03,-5,-5,-5,-0.27,0.13,0.76,-5,-1.38,-5,0.258232631,0.58798888,-1.646666667
P04,"Taste receptor, type 2, member 110",Tas2r110,36.52,40,37.49,33.73,40,40,40,38.84,35.33,40,40,40,A,Taste receptors,0.348685917,0.03125,0.178006274,2.411615655,0.03125,0.03125,0.03125,0.069830446,0.795536484,0.03125,0.03125,0.03125,-1.52,-5,-2.49,1.27,-5,-5,-5,-3.84,-0.33,-5,-5,-5,0.426573551,0.370006076,1.071666667
P05,"Taste receptor, type 2, member 106",Tas2r106,40,40,40,40,40,40,40,40,40,40,40,40,A,Taste receptors,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,,,0
P06,"Taste receptor, type 2, member 117",Tas2r117,40,40,40,40,40,40,40,40,35.13,40,40,40,A,Taste receptors,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.91383145,0.03125,0.03125,0.03125,-5,-5,-5,-5,-5,-5,-5,-5,-0.13,-5,-5,-5,0.340893132,0.467381748,-0.811666667
P07,"Taste receptor, type 2, member 120",Tas2r120,35.72,40,35.32,40,40,40,35.72,35.02,34.92,40,40,40,A,Taste receptors,0.607097442,0.03125,0.801069878,0.03125,0.03125,0.03125,0.607097442,0.986232704,1.057018041,0.03125,0.03125,0.03125,-0.72,-5,-0.32,-5,-5,-5,-0.72,-0.02,0.08,-5,-5,-5,0.545151999,0.263482391,-0.896666667
P08,"Taste receptor, type 2, member 123",Tas2r123,37.17,40,36.91,40,40,31.61,36.74,37.77,39.23,40,40,40,A,Taste receptors,0.22221067,0.03125,0.266092546,0.03125,0.03125,10.48314723,0.299369676,0.146604369,0.053289681,0.03125,0.03125,0.03125,-2.17,-5,-1.91,-5,-5,3.39,-1.74,-2.77,-4.23,-5,-5,-5,0.378078711,0.422417777,1.341666667
P09,"Taste receptor, type 2, member 125",Tas2r125,30.67,34.54,31.27,35.23,34.7,30.64,31.26,30.74,30.04,36.41,34.97,33.24,A,Taste receptors,20.11221399,1.375541818,13.26911273,0.852634892,1.231144413,20.53481436,13.36140671,19.15965927,31.12495832,0.376311687,1.021012126,3.386981249,4.33,0.46,3.73,-0.23,0.3,4.36,3.74,4.26,4.96,-1.41,0.03,1.76,0.963070452,0.016341941,-0.065
P10,"Taste receptor, type 2, member 118",Tas2r118,40,40,40,40,40,40,40,40,35.47,40,40,40,A,Taste receptors,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.721964598,0.03125,0.03125,0.03125,-5,-5,-5,-5,-5,-5,-5,-5,-0.47,-5,-5,-5,0.340893132,0.467381748,-0.755
